code,current_or_latest_name,first_date,last_date,trading_day_count,profile_path
198940,한주라이트메탈,2014-08-12,2026-06-22,998,atlas/symbol_profiles/198/198940.json
199150,데이터스트림즈,2014-06-25,2026-06-22,2467,atlas/symbol_profiles/199/199150.json
199290,바이오프로테크,2016-12-08,2026-06-22,1432,atlas/symbol_profiles/199/199290.json
199800,툴젠,2014-06-25,2026-06-22,2917,atlas/symbol_profiles/199/199800.json
199870,세기리텍,2015-12-24,2018-03-27,510,atlas/symbol_profiles/199/199870.json
200350,아티스트스튜디오,2014-12-24,2026-06-22,2669,atlas/symbol_profiles/200/200350.json
200580,메디쎄이,2015-10-20,2026-06-19,2199,atlas/symbol_profiles/200/200580.json
202960,판도라티비,2014-08-11,2026-06-22,2604,atlas/symbol_profiles/202/202960.json
203400,에이비온,2014-07-21,2026-06-22,2685,atlas/symbol_profiles/203/203400.json
203450,유니온바이오메트릭스,2014-07-23,2026-06-22,2769,atlas/symbol_profiles/203/203450.json
204690,다린,2014-09-18,2017-08-01,0,atlas/symbol_profiles/204/204690.json
204990,코썬바이오,2015-04-03,2020-08-10,1090,atlas/symbol_profiles/204/204990.json
205290,케미메디,2017-01-13,2020-05-12,528,atlas/symbol_profiles/205/205290.json
206950,볼빅,2015-12-30,2026-06-22,1772,atlas/symbol_profiles/206/206950.json
207230,디와이엘엔제이,2015-09-14,2016-07-20,35,atlas/symbol_profiles/207/207230.json
207490,에이펙스인텍,2018-11-28,2026-06-22,1112,atlas/symbol_profiles/207/207490.json
208850,이비테크,2016-06-27,2026-06-22,1727,atlas/symbol_profiles/208/208850.json
208890,미래엔에듀파트너,2014-12-18,2026-06-15,1629,atlas/symbol_profiles/208/208890.json
210120,캔버스엔,2014-12-16,2026-06-09,1896,atlas/symbol_profiles/210/210120.json
210610,소프트캠프,2014-12-18,2019-12-11,1055,atlas/symbol_profiles/210/210610.json
211050,인카금융서비스,2015-11-18,2026-06-22,2305,atlas/symbol_profiles/211/211050.json
212310,오건에코텍,2016-07-26,2025-04-07,1927,atlas/symbol_profiles/212/212310.json
214610,롤링스톤,2015-06-22,2026-03-23,2495,atlas/symbol_profiles/214/214610.json
215050,비엔디생활건강,2015-03-30,2023-04-20,1394,atlas/symbol_profiles/215/215050.json
215570,크로넥스,2015-12-28,2026-06-22,2534,atlas/symbol_profiles/215/215570.json
216280,원텍,2015-05-06,2022-06-09,1447,atlas/symbol_profiles/216/216280.json
216400,인바이츠바이오코아,2015-06-29,2026-06-22,2624,atlas/symbol_profiles/216/216400.json
217320,썬테크,2015-04-29,2026-06-22,1084,atlas/symbol_profiles/217/217320.json
